case_id,simulation_id,sample_index,input_sha256,model_kind,algorithm_identity,status,certificate_status,failure_type,failure_message,data_sha256,scenario_sha256,h_V_tau,a_C,budget,beta,lambda_Water,lambda_Vaccine,lambda_Crackers,gamma_D,result_sha256,iterations,full_exact_certification_calls,complete_full_exact_certification_calls,first_stage_sha256,policy_label,T_COST,certified_objective,C_Q,C_F,C_R,first_stage_cost,worst_scenario,worst_category,worst_hurricane,exact_worst_case_loss,worst_exercise_cost,worst_shortage_penalty,worst_total_shortage,worst_total_F_exercise,budget_usage,Q_Water,F_Water,R_Water,Q_active_Water,F_active_Water,worst_exercise_Water,worst_shortage_Water,Q_Vaccine,F_Vaccine,R_Vaccine,Q_active_Vaccine,F_active_Vaccine,worst_exercise_Vaccine,worst_shortage_Vaccine,Q_Crackers,F_Crackers,R_Crackers,Q_active_Crackers,F_active_Crackers,worst_exercise_Crackers,worst_shortage_Crackers,row_sha256
E2A_VACCINE_H0,LA-0002,2,ba30741249fd5b686feb55d0712b0c2a3c3c0b651171c2a2e35601989f1cea31,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,40cb4188da1a338f95de8a19361d896b5ac6143d9d7c89d6bf6bc0c12156660e,1ded1b633d42f1ae88a2b71b2f881c5901e506492bdb8af975ef764e80b7fde0,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,39f1b5f732f52e6ba1fb1f1483f3ce2310276fd46cc80e42caa7ab03002b9036,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8a7b87ce315f9727291c3bae00c98db9e6b00569e49a2cc69107fd41fdcc6d5
E2A_VACCINE_H0,LA-0061,61,cd7ba256524cb036f33013c1005baf2ca2bf23e5fdc7a9fa10871d5c2a2e0738,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,2eeae5bc3685f98d6233fc58f5ceec13abd21aaa6aeca5170530e64da4ec0553,daa8b3e265002fd5f2669fc635ced95e5886a2081d347fce6d27dbda1657aee8,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,cc7baef01cc7f6b1092b39de7455e84b6f6936db02e3f7d89079434272aa4f30,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44ed1e1ecdde3dac28d4e3d9a035d17f28dc8d9044e5899662110c803d0a0284
E2A_VACCINE_H0,LA-0062,62,0a8476101aed9a3c938c73fcf4aa585e93a174a4346c5bbb4dd77fc8e931e499,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,ed1eeae9f15c31bd00d33ff6e5e6cd5908d42a0b5426e0cfd3d2d9ffc87eea00,bf7ad3025570fa6cd1fd3916f0c218c0312a39580ede1ae7d74fe9f81fcb1ad9,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,ce439cde5c107b3a8bb56c0f64820f2a24f97e73db9a7711ec6cb24f231fc115,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cef4c611a12a49a6897a9f6f72469a41baa3dfaed067d445e52e5e11cea5834
E2A_VACCINE_H0,LA-0065,65,d256eadfc4945b86a5b851692b96cf9234577168b1f35668db33d3fc2eb72510,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,4fc358ff47b0af910304980958cb5f609820f14bec65bf092ff979cff749df3f,f8c692d2c177de18a3914e5fcae2561b7b169c2e6ad922172677c41c58809fa6,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,1d9a3494caf224650dc23482ba21b0cb037026e81a2b41d325452daa5ed15b03,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24e6cea70ec335d3943d267854efe90d1f92a92464564a9647d8279f116e0a77
E2A_VACCINE_H0,LA-0080,80,767df1245d20d80741dfd4fbe80031014f35f4df4a9f845ee1a0c50bb9fc1ab8,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,8972e8eaa1d627d69f129b815bfaa3e5ff439b81bd8f0f0031471cd1e6c908a5,dde24ec2378867c80a11582d44c0b3baa1509fba4e822b7fa01e4c63cde42de7,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,99ce73ef05503c49cb8cb73ec752dfe9fbba96b3e068852a3cd886fffc11049b,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60199443fa28391e91e34a8dfaa3ea3d0e67c488c423cf6a830396ca68e466c9
E2A_VACCINE_H0,LA-0116,116,eee7d7cadd2df98a957bcce527a651580363520b9b2911b3872414e22cc8b5f2,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,afc7895e6cded111eebc4d5f5d7a405e46e81d11dd84d5ba40f6165b61522d49,5955b877bce9f1e716c74ea464314d3d820806deb483f15e8a3f0e24067b2dfa,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,738019bd636888f9a0b70cbc220dd26e513fd86c36c3eac085fcb725b31482b0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216fa3eb3bf1916289c5ff3eaf114a8d288e2974c5a1e93965a3c0de7b80d53a
E2A_VACCINE_H0,LA-0186,186,ad1879d20a25fa7fb3a6a0748ebcb2db03bb2ffdfd6666f96c0b3d44fc01510f,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,3d7cf6959c2007f04db78495503c925b2d3c8d69217639cb191e631b1d1314de,f1db7ee17dae4a3fc055f14b73ec095ced6aa5832fc7c02e756c99a61ffe74b8,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,c57b07f985c5977e4981f80a47f41d14d71cd0e5a9432baa9817b3ecac1c845e,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c0d8af0776314642c714521bbf007583df6ddcef2cd67f8db01ced8a5123a84
E2A_VACCINE_H0,LA-0208,208,86f8dee9613183fc59f97a4e65221bcd624a99be001735564d47f13ecd95937f,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,8fc03321f0369b596a83d88537fef376c0d60de42fc18fee5b35312acb700aec,dec12963c7a12301e3f98b03d002fe2ada265a57f4a46e74e6882f26ca6dc659,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,7079a403ca68b545b67c89d565fdc4eb3ed595e0aba68e91e7ebf717f478dbd9,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b4b721c990fe1935c3af0ab665f6a8e6968e242d56150482d23674e578b13e5
E2A_VACCINE_H0,LA-0252,252,ebcbb6754023d7b2880c4a4e4a2478d6a78d4c0fd647ff136422e5364d6081e5,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,0c2771f767b204fae7a1a35abf6dc4ab099611102f881634330a5d7eef6c3ed6,d3935446eb21e80a26e4b282c034d729f1fabaf5abceb87399c5323b62aaed73,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,b3b484c380aa4819cffdb8205ed709f647bdbe3d4208b4e48847aaa05d522454,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e66965fadf69d347dfcc32bd03a90a6127c7a7fe5664584ef099dccdfe20e600
E2A_VACCINE_H0,LA-0256,256,5128bcece17cb3a18b6cd3de9cea9319781eb35b13a59ecbc186a3a22e80cc55,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,5a4856586748d9fad4753462644b288fa0337dde48fcce2ad3180de56000c914,110e320160b5bb4c3a9972fe66a48bc18516e9528acd5f80d53a19d24e371811,0.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,a91c17c5e68303a55ff6cc4f9a347c2bc2bf552cc8c21e95a3219279292de178,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3da299d4e2cecf8aa2cf7d2f1b84252d9058c5e0531a8869052858186cb7fda5
